SNES_Name,Absorbs,Attack,Attack_Visual,Control,Defense,Drops,Exp,Elemental_Immunity,Evasion,Gil,HP,ID,Imp_Criticals,Inherent_Status,Level,Location,MP,MP_Kill,Magic_Attack,Magic_Defense,Magic_Evasion,Metamorphose,Other_Immunity,Rage,Run_Difficulty,Sketch,Special_Attack,Speed,Status_Immunity,Steal,Type,Vulnerable_to,Weak_Against,Boss,iOS,Dragon_Den
Marshal,None,60,Dagger,"Attack, Charge, Thundara",110,Hi-Potion (Always),0,None,0,350,420,278,No,None,8,Narshe Mines (after protecting Terra with Mog),150,No,9,140,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)",None,Wind Slash,Can't Run Away,"Attack (3/4), Charge (1/4)",Charge (200% damage),40,"Poison, Invisible",Mythril Knife (7/8),Humanoid,"Darkness, Zombie, MagiTek, Imp, Petrify, Death, Doom Critical, Image, Silence, Berserk, Confusion, Sap, Sleep Slow, Stop",Poison,1,0,0
Guardian,None,13,Fist,"Attack, Ink, Plasma",150,None,0,None,0,0,60000,352,No,None,67,Kefka's Tower (After Room with Three Switches) [WoR],5200,No,25,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)",Control,None,Can't Run Away,"Mighty Guard (3/4), Ink (1/4)",Ink (150% damage),80,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep, Stop","Force Armor (7/8), Ribbon (1/8)",N/A,Slow,"Lightning, Water",1,0,0
Guardian,None,250,Fist,"Attack, Hit",235,None,0,None,50,0,50000,7,No,None,71,Vector,5000,No,10,185,50,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Libra, Control",None,Hard,"Attack (3/4), Hit (1/4)",Hit (150% damage),50,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep, Slow, Stop",None,N/A,None,None,0,0,0
Harvester,None,13,Rune Blade,"Attack, Sickle, Drain",105,Barrier Ring (1/8),291,None,0,314,428,62,No,"Float, Haste",16,Zozo [WoB & WoR],85,No,10,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (128/256)",None,Haste,Easy,"Dancing Flame (3/4), Sickle (1/4)",Sickle (150% damage),50,"Imp, Slow, Stop","Silver Spectacles (7/8), Dragoon Boots (1/8)",Humanoid,"Darkness, Zombie, Poison, MagiTek, Invisible, Petrify, Death Doom, Critical, Image, Silence, Berserk, Confusion, Sap Sleep",Poison,0,0,0
HeavyArmor,None,53,Fist,"Attack, Metal Knuckles, Magitek Laser",150,None,80,None,0,195,495,24,No,Protect,13,"South Figaro (Locke's scenario; not recommended, very difficult) [WoB] Narshe Cliffs (While protecting Bannon from Kefka) [WoB]",150,No,11,110,0,"Mythril Sword, Mythril Helm, Mythril Mail, Heavy Shield (64/256)",None,Magitek Laser,Easy,"Magitek Laser (3/4), Metal Knuckles (1/4)",Metal Knuckles (150% damage),40,"Zombie, Poison, MagiTek, Imp, Petrify, Sap","Potion (7/8), Iron Helm (1/8)",N/A,"Darkness, Invisible, Death, Doom, Critical, Image, Silence Berserk, Confusion, Sleep, Slow, Stop","Lightning, Water",0,0,0
Rider,None,48,Trident,"Attack, Silver Lance, Venomist",120,Remedy (Always),400,None,0,1290,1300,286,No,None,14,Narshe Cliffs (While protecting Bannon from Kefka),170,No,10,150,0,"Golden Spear, Golden Shield, Golden Helm, Golden Armor (64/256)",None,Venomist,Can't Run Away,"Venomist (3/4), Silver Lance (1/4)",Silver Lance (300% damage),45,"Zombie, Invisible, Imp, Confusion","Mythril Vest (7/8), Elixir (1/8)",Humanoid,"Darkness, Poison, MagiTek, Petrify, Death, Doom, Critical Image, Silence, Berserk, Sap, Sleep, Slow, Stop","Fire, Poison",1,0,0
Hidon,Poison,13,Partisan,"Attack, Hit",110,Teleport Stone (Always),0,None,0,0,25000,332,No,None,43,Ebot's Rock (Past Coral-eating chest) [WoR],12500,No,10,160,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)",Control,None,Can't Run Away,"Attack (3/4), Hit (1/4)",Hit (150% damage),55,"Darkness, Zombie, Poison, Invisible, Imp, Petrify, Death Doom, Silence, Berserk, Confusion, Sap, Sleep, Stop","Teleport Stone (7/8), Thornlet (1/8)",Undead,"MagiTek, Critical, Image, Slow","Fire, Holy, Earth",1,0,0
HadesGigas,Earth,18,Fist,"Attack, Headbutt, Magnitude 8",125,None,550,None,0,600,1200,63,Yes,None,16,Zozo (Outside) [WoB & WoR],60,No,5,115,0,"Potion, Potion, Potion, Organyx (32/256)",None,Magnitude 8,Easy,"Magnitude 8 (3/4), Headbutt (1/4)",Headbutt (400% damage),40,None,Gigas Glove (1/8),Humanoid,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep, Slow, Stop",Poison,0,0,0
White Drgn,Holy,13,Fist,"Attack, Holy, Holy, Holy",110,None,0,None,0,0,18500,344,No,None,71,Cultists' Tower (25th Floor) [WoR],12000,No,9,150,0,"Angel Ring, Angel Ring, Safety Bit, Guard Bracelet (32/256)",Control,Holy,Can't Run Away,"Holy (3/4), Flare (1/4)",Hit (150% damage),55,"Poison, Invisible, Imp, Petrify, Death, Doom, Critical Image, Berserk, Confusion, Sap, Sleep","X-Potion (7/8), Holy Lance (1/8)",N/A,"Darkness, Zombie, MagiTek, Silence, Slow, Stop",None,1,0,0
Hornet,None,16,Ice Rod,"Attack, Iron Stinger",100,None,48,None,0,64,92,12,No,Float,6,South Figaro Cave (Only before Locke's Scenario) [WoB],0,No,10,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",Meteor Strike,Iron Stinger,Easy,"Attack (3/4), Iron Stinger (1/4)",Iron Stinger (150% damage),30,Imp,Potion (Always),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Petrify, Death Doom, Critical, Image, Silence, Berserk, Confusion, Sap Sleep, Slow, Stop",Fire,0,0,0
Phunbaba,Lightning,15,Fist,"Attack, Solar Plexus",100,None,0,None,0,0,26000,309,Yes,None,31,Mobliz (2nd fight) [WoR],10000,No,6,130,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)",Control,None,Can't Run Away,"Attack (3/4), Solar Plexus (1/4)",Solar Plexus (300% damage),35,"Zombie, Poison, MagiTek, Invisible, Imp, Petrify, Death Doom, Critical, Silence, Berserk, Confusion, Sap, Slow Stop",None,N/A,"Darkness, Image, Sleep",Poison,1,0,0
Phunbaba,Lightning,53,Fist,"Attack,",102,None,0,None,0,0,60000,17,Yes,None,26,(1st Fight; supposed to lose),10000,No,10,153,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)",Control,None,Can't Run Away,"Attack (3/4), Solar Plexus (1/4)",Solar Plexus (300% damage),30,"Zombie, Poison, MagiTek, Invisible, Imp, Petrify, Death, Doom Critical, Silence, Berserk, Confusion, Sap, Sleep, Slow, Stop",None,N/A,None,Poison,0,0,0
Phunbaba,Lightning,15,Fist,"Attack,",105,None,0,None,0,0,28000,18,Yes,None,31,Mobliz (2nd Fight [after Terra gets defeated easily]),10000,No,6,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)",Control,None,Can't Run Away,"Attack (3/4), Hit (1/4)",Solar Plexus (300% damage),30,"Zombie, Poison, MagiTek, Imp, Petrify, Death, Doom, Critical Silence, Berserk, Confusion, Sap, Sleep, Slow, Stop",None,N/A,None,Poison,0,0,0
Phunbaba,Lightning,15,Fist,"Attack,",100,None,0,None,0,0,26000,19,Yes,None,31,Unknown,10000,No,6,130,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)",Control,None,Can't Run Away,"Attack (3/4), Hit (1/4)",Solar Plexus (300% damage),35,"Zombie, Poison, MagiTek, Imp, Petrify, Death, Doom, Critical, Silence, Berserk, Confusion, Sap, Slow, Stop",None,N/A,None,Poison,0,0,0
Humpty,Poison,8,Fist,"Attack, Hug, Poison",145,None,421,None,0,326,800,134,Yes,None,27,South Figaro Cave [WoR] Figaro Castle (Basement & Engine Room) [WoR],100,Yes,10,135,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (64/256)",None,Poison,Easy,"Poison (3/4), Hug (1/4)",Hug (inflicts 'Confusion'),30,"Darkness, Zombie, Poison, Imp, Petrify, Silence, Berserk Sleep",Green Cherry (7/8),Undead,"MagiTek, Invisible, Death, Doom, Critical, Image, Confusion Sap, Slow, Stop","Fire, Holy",0,0,0
Bounty Man,None,16,Dragon Claws,"Attack, Bite",75,None,115,None,0,55,285,55,No,None,13,Narshe Cliffs (While protecting Bannon from Kefka),50,No,10,140,0,"Dried Meat, Dried Meat, Dried Meat, Dried Meat (255/256)",None,Bite,Can't Run Away,"Attack (3/4), Bite (1/4)",Bite (150% damage),32,None,Hi-Potion (Always),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep, Slow, Stop",Fire,0,0,0
Ice Dragon,Ice,13,Fist,"Attack, Hit",110,Force Shield (Always),0,None,0,0,24400,340,No,None,74,Narshe Cliffs [WoR],9000,Yes,10,150,0,"Crystal Sword, Crystal Shield, Crystal Helm, Crystal Mail (32/256)",Control,None,Can't Run Away,"Blizzaga (3/4), Firaga (1/4)",Hit (200% damage),60,"Zombie, MagiTek, Invisible, Imp, Petrify, Death, Critical Sleep, Stop",None,N/A,"Darkness, Poison, Doom, Image, Silence, Berserk, Confusion Sap, Slow",Fire,1,0,0
Ifrit,Fire,25,Fist,"Attack, Hit",215,None,0,"Lightning, Poison, Wind, Holy, Earth, Water",20,0,3300,290,No,None,21,Magitek Research Facility,600,No,7,115,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Libra, Control",None,Can't Run Away,"Attack (3/4), Hit (1/4)",Hit (150% damage),35,"Zombie, Poison, MagiTek, Invisible, Imp, Petrify, Death Doom, Critical, Image, Silence, Berserk, Confusion, Sap Sleep, Stop",None,N/A,"Darkness, Slow",Ice,1,0,0
Ceritops,Lightning,10,Fist,"Attack, Thundaga, Gigavolt",130,"Green Cherry (7/8), White Cape (1/8)",1000,None,0,850,2000,192,Yes,Protect,33,Yeti's Cave (Everywhere) [WoR],100,Yes,10,150,0,"Dried Meat, Dried Meat, Dried Meat, Dried Meat (128/256)",None,Gigavolt,Easy,"Gigavolt (3/4), Imp (1/4)",Friendmaker (inflicts 'Imp'),34,"Darkness, Poison, Petrify, Death, Doom, Critical, Confusion",None,N/A,"Zombie, MagiTek, Invisible, Imp, Image, Silence, Berserk Sap, Sleep, Slow, Stop",Fire,0,0,0
Sp Forces,None,13,Rune Blade,"Attack, Gut Strike, Protect",100,Magicite Shard (1/8),200,None,0,0,700,92,Yes,Protect,21,Imperial Banquet (Talk to soldier during Break),20,No,10,140,0,"Tent, Phoenix Down, Teleport Stone, Holy Water (128/256)",None,Protect,Can't Run Away,"Attack (3/4), Gut Strike (1/4)",Gut Strike (300% damage),40,"Darkness, Zombie, Poison, MagiTek, Invisible, Petrify, Death Doom, Critical, Image, Silence, Berserk, Confusion, Sap Sleep, Slow, Stop",None,Humanoid,Imp,Poison,0,0,0
Soldier,None,12,Rune Blade,"Attack, Libra",80,Potion (1/8),0,None,0,48,100,37,No,None,11,Doma Castle (Sabin's Scenario) Imperial Camp (Talk to a soldier),15,No,10,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",None,Fire,Can't Run Away,"Attack (3/4), Libra (1/4)",Counterattack (150% damage),30,"Darkness, Sleep","Hi-Potion (7/8), Potion (1/8)",Humanoid,"Zombie, Poison, MagiTek, Invisible, Imp, Petrify, Death Doom, Critical, Image, Silence, Berserk, Confusion, Sap Slow, Stop",Poison,0,0,0
Soldier,None,1,Partisan,"Attack, Counterattack",1,None,0,None,0,0,1,30,No,"Sleep, Stop",2,Narshe (Terra's Flashback from beginning of game; These are the units she kills for Kefka),50,No,1,1,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Libra, Sketch, Control",Fire,Can't Run Away,"Attack (3/4), Counterattack (1/4)",Hit (150% damage),1,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep",None,N/A,None,None,0,0,0
Inferno,Fire,13,Rune Blade,"Attack, Sobat",130,None,0,None,0,0,30800,348,No,None,67,Kefka's Tower (Magitek Factory; 3rd Party) [WoR],9700,No,10,145,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Control",None,Can't Run Away,"Attack (3/4), Sobat (1/4)",Sobat (300% damage),45,"Zombie, Poison, MagiTek, Invisible, Imp, Petrify, Death Doom, Silence, Berserk, Confusion, Sap, Sleep, Stop",Ice Shield (1/8),N/A,"Darkness, Critical, Image, Slow",Lightning,1,0,0
Innoc,None,13,Fist,"Attack, Lv. ? Holy",155,None,2400,None,0,1950,6600,257,No,Float,52,Kefka's Tower (1st Party,390,No,12,155,0,"Mythril Sword, Mythril Helm, Mythril Mail, Heavy Shield (64/256)",None,Venomist,Hard,"Attack (3/4), Lv. ? Holy (1/4)",Brainblast (inflicts 'Confusion'),33,"Zombie, Poison, MagiTek, Imp, Petrify, Sap, Stop",Bioblaster (1/8),N/A,"Darkness, Invisible, Death, Doom, Critical, Image, Silence Berserk, Confusion, Sleep, Slow","Lightning, Water",0,0,0
Intangir,"Fire, Ice, Lightning, Poison, Wind, Holy, Earth, Water",25,Fist,"Attack, Sleep, Transfusion",150,Antidote (1/8),0,None,50,0,32000,97,Yes,"Invisible, Float, Haste, Shell, Protect",26,Triangle Island,16000,Yes,10,150,0,"Potion, Potion, Potion, Megalixir (32/256)",None,Transfusion,Easy,"Traveler (3/4), Sleep (1/4)",Sleep (unblockable; bestows 'Invisible'),50,"Darkness, Zombie, Poison, MagiTek, Imp, Petrify, Death Doom, Critical, Silence, Berserk, Confusion, Sap, Sleep",Magicite Shard (1/8),N/A,"Invisible, Image, Slow, Stop",None,0,0,0
Ipooh,None,18,Dragon Claws,"Attack, Claw",105,None,0,None,0,0,360,281,Yes,None,11,Base of Mt. Kolts (During Vargas fight),60,No,10,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)",None,None,Easy,"Attack (3/4), Claw (1/4)",Claw (150% damage),35,"Zombie, Poison, MagiTek, Invisible, Petrify, Death, Doom Critical, Berserk, Confusion, Sap, Sleep",Hi-Potion (Always),N/A,"Darkness, Imp, Image, Silence, Slow, Stop",Fire,1,0,0
Iron Fist,Poison,13,Fist,"Attack, Knee Kick, Stone",75,Mythril Knife (1/8),144,None,0,249,333,58,Yes,None,15,Forest near Kohlingen,65,No,10,145,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",None,Stone,Easy,"Stone (3/4), Knee Kick (1/4)",Knee Kick (200% damage),35,None,"Potion (7/8), Twist Headband (1/8)",Humanoid,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep, Slow, Stop",None,0,0,0
Joker,None,13,Fist,"Attack, Parasol, Thundara, Acid Rain",125,Mythril Rod (1/8),194,None,0,320,467,69,No,Float,17,Grass on Southern Continent (Near Albrook and South-East),90,No,10,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",Meteor Strike,Thundara,Easy,"Thundara (3/4), Parasol (1/4)",Parasol (200% damage),35,Imp,"Potion (7/8), Green Beret (1/8)",Humanoid,"Darkness, Zombie, Poison, MagiTek, Invisible, Petrify, Death Doom, Critical, Image, Silence, Berserk, Confusion, Sap Sleep, Slow, Stop","Lightning, Poison",0,0,0
Junk,None,2,Fist,"Attack, Parallout, Transfusion, Self-Destruct",190,None,2200,None,0,1100,2000,256,No,Float,53,Kefka's Tower (1st/2nd Party,200,No,10,170,0,"Mythril Sword, Mythril Helm, Mythril Mail, Heavy Shield (128/256)",None,Transfusion,Hard,"Thundaga (3/4), Parallout (1/4)",Parallout (unblockable; bestows 'Invisible'),35,"Zombie, Poison, MagiTek, Imp, Petrify, Sap",Noiseblaster (1/8),N/A,"Darkness, Invisible, Death, Doom, Critical, Image, Silence Berserk, Confusion, Sleep, Slow, Stop","Lightning, Water",0,0,0
Ogor,None,19,Dragon Claws,"Attack, Freezing Dust, White Wind",100,Holy Water (7/8),1583,None,30,869,4211,200,No,None,44,Zone Eater's Belly (Everywhere) [WoR],219,No,11,150,30,"Tent, Phoenix Down, Teleport Stone, Holy Water (32/256)",None,Snowstorm,Easy,"Meteor (3/4), Attack (1/4)",Zombie Touch (inflicts 'Zombie'),32,"Petrify, Death, Doom, Critical, Silence, Sleep","Ashura (7/8), Murasame (1/8)",Humanoid,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Image Berserk, Confusion, Sap, Slow, Stop","Lightning, Poison",0,0,0
Kefka,None,80,Fist,"Attack, Havoc Wing",117,None,0,Poison,45,0,62000,365,No,Float,71,Kefka's Tower (Final Battle; 4th & Final Tier) [WoR],38000,No,8,135,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Libra, Control",None,Can't Run Away,"Ultima (3/4), Havoc Wing (1/4)",Havoc Wing (400% damage),72,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep, Slow, Stop, Haste, Shell, Safe, Reflect",Megalixir (7/8),Humanoid,Nothing,None,1,0,0
Kefka,None,25,Dagger,"Attack, Hit",55,Peace Ring (Always),0,None,30,0,3000,287,No,None,18,Narshe Cliffs (Boss),3000,No,9,160,30,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Libra, Control",None,Can't Run Away,"Attack (3/4), Hit (1/4)",Hit (150% damage),45,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep","Hi-Ether (7/8), Elixir (1/8)",Humanoid,"Slow, Stop",None,1,0,0
Striker,Ice,13,Rune Blade,"Attack, Slash",75,None,0,None,0,0,11000,350,No,None,67,Kefka's Tower (Magitek Factory; 3rd Party) [WoR],2600,No,7,185,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Control",None,Can't Run Away,"Attack (3/4), Slash (1/4)",Slash (200% damage),26,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Image Silence, Berserk, Confusion, Sap, Sleep",Flame Shield (1/8),N/A,"Petrify, Death, Doom, Critical, Slow, Stop",Fire,1,0,0
Gilomantis,None,16,Rune Blade,"Attack, Kama, Metal Cutter",115,None,559,None,0,756,1412,115,No,None,26,Southern Continent (Grass/Forest) [WoR],110,No,10,140,0,"Tent, Phoenix Down, Teleport Stone, Holy Water (64/256)",None,Metal Cutter,Easy,"Hailstone (3/4), Kama (1/4)",Kama (150% damage),35,"Imp, Death, Doom, Confusion, Sleep",Venom Claws (1/8),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Petrify, Critical Image, Silence, Berserk, Sap, Slow, Stop",Fire,0,0,0
Poppers,None,5,Fist,"Attack, Break, Stone",120,Green Cherry (1/8),800,None,0,350,1000,193,No,Protect,33,Yeti's Cave (Everywhere except Umaro's Room) [WoR],100,No,10,140,0,"Dried Meat, Dried Meat, Dried Meat, Dried Meat (255/256)",Meteor Strike,Stone,Easy,"Stone (3/4), Imp (1/4)",Tail (inflicts 'Imp'),34,Imp,None,N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Petrify, Death Doom, Critical, Image, Silence, Berserk, Confusion, Sap Sleep, Slow, Stop",Fire,0,0,0
Girl,"Fire, Ice, Lightning, Poison, Wind, Holy, Earth, Water",73,Sasuke,"Attack, Repose",150,None,0,None,0,0,9999,363,No,"Float, Regen",58,Kefka's Tower (Final Battle; 3rd Tier) [WoR],10000,No,9,155,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Libra, Sketch, Control",None,Can't Run Away,"Attack (3/4), Repose (1/4)",Repose (inflicts 'Sleep'),41,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep, Slow, Stop, Haste, Shell, Safe, Reflect",Ragnarok (7/8),N/A,Nothing,"Fire, Ice, Lightning, Poison, Wind, Holy, Earth, Water",1,0,0
Insecare,None,15,Fist,"Attack, Wing Snap",115,Smoke Bomb (1/8),292,None,0,410,977,100,No,Float,23,Esper Caves (Slopes),80,No,10,155,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",Meteor Strike,Wing Snap,Easy,"Attack (3/4), Wing Snap (1/4)",Wing Snap (inflicts 'Berserk'),35,"Darkness, Imp, Silence, Confusion, Sleep",Echo Screen (7/8),N/A,"Zombie, Poison, MagiTek, Invisible, Petrify, Death, Doom Critical, Image, Berserk, Sap, Slow, Stop","Fire, Wind",0,0,0
EarthGuard,None,6,Fist,"Attack, Poison Tail, Mighty Guard",5,None,1,None,0,0,1,119,No,"Sap, Protect",23,Solitary Island (Desert) [WoR] Southern Continent (Desert) [WoR],18,No,10,5,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (128/256)",None,Mighty Guard,Easy,"Mighty Guard (3/4), Poison Tail (1/4)",Poison Tail (inflicts 'Poison'),45,"Darkness, Imp, Petrify, Doom, Sleep",Megalixir (1/8),N/A,"Zombie, Poison, MagiTek, Invisible, Death, Critical, Image Silence, Berserk, Confusion, Sap, Slow, Stop",Water,0,0,0
Land Worm,Earth,13,Fist,"Attack, Constrict, Magnitude 8, Hailstone",80,None,4600,None,0,0,12000,247,No,None,59,"Kefka's Tower (After Inferno/Before Skull Dragon, Party #3) [WoR]",1300,No,8,120,0,"Potion, Potion, Potion, Elixir (32/256)",Meteor Strike,Magnitude 8,Can't Run Away,"Magnitude 8 (3/4), Constrict (1/4)",Constrict (200% damage),30,Imp,X-Potion (1/8),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Petrify, Death Doom, Critical, Image, Silence, Berserk, Confusion, Sap Sleep, Slow, Stop",Ice,0,0,0
Larry,"Ice, Wind",2,Fist,"Attack, Hit",90,None,0,None,0,0,10000,324,No,Float,47,Cyan's Dream/Dreamscape (One of the Three Dream Stooges) [WoR],2000,No,5,120,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)",Control,None,Can't Run Away,"Attack (3/4), Hit (1/4)",Hit (200% damage),30,"Zombie, Poison, MagiTek, Invisible, Imp, Petrify, Critical Berserk, Sap, Sleep, Stop",None,Humanoid,"Darkness, Death, Doom, Image, Silence, Confusion, Slow",Fire,1,0,0
Laser Gun,None,12,Fist,"Attack, Hit",130,None,0,None,0,0,3300,303,No,None,24,Air (After you get blown off Blackjack by Typhon),335,No,9,140,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)",Meteor Strike,None,Can't Run Away,"Attack (3/4), Hit (1/4)",Hit (150% damage),30,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep",X-Ether (7/8),N/A,"Slow, Stop","Lightning, Water",1,0,0
Leafer,Ice,13,Fist,"Attack, Incisors",60,Potion (1/8),24,None,0,45,33,7,No,None,5,"Around Narshe (Overworld, Grass/forest) [WoB] Triangle Island (Grass/Forest) [WoB]",0,No,10,140,0,"Dried Meat, Dried Meat, Dried Meat, Dried Meat (255/256)",None,Incisors,Easy,"Attack (3/4), Incisors (1/4)",Incisors (150% damage),30,None,Potion (Always),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep, Slow, Stop","Fire, Water",0,0,0
Reach Frog,None,13,Fist,"Attack, Tongue, Sticky Goo",130,None,1550,None,0,2600,3511,174,No,None,52,"South-Western Continent (Grass, Forest, Desert [North]) [WoR] Northern-Middle Continent (Grass) [WoR]",220,No,7,145,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (128/256)",None,Sticky Goo,Easy,"Sticky Goo (3/4), Tongue (1/4)",Tongue (inflicts 'Sap'),35,"Poison, Berserk, Confusion, Sleep","Hi-Potion (7/8), Pinwheel (1/8)",N/A,"Darkness, Zombie, MagiTek, Invisible, Imp, Petrify, Death Doom, Critical, Image, Silence, Sap, Slow, Stop",Ice,0,0,0
